chembl_id,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL176448,10.665230593717004,-3.9006327820261166,10.665230593717004,0.051679006826115925,0.3976122296480313,331.26899999999995,313.125,331.104555306,122.0,0.0,0.32506193873497446,-0.4915594487688078,0.4915594487688078,0.32506193873497446,1.2727272727272727,2.0454545454545454,2.772727272727273,1.7719679185656305,684.8077685044516,16.164925939000156,11.791546570425929,12.685973761425844,10.365991962219567,6.662700485397346,8.46030438910113,4.778281990676618,6.554863971444048,2.9312296924065153,3.8300316442584075,1.901790593702208,2.5373395488003863,-1.7400000000000004,75927.98024004692,16.62744370863271,7.0132606810593705,4.634550712606355,125.67987378751647,25.36388103130789,6.730816747499484,11.16387793838399,11.828327617421866,0.0,7.595762326787885,9.132147932722685,4.9839785209472085,9.967957041894417,0.0,6.4208216229260096,12.841643245852019,12.768791991980839,6.3273200747645415,24.195261839077034,24.707979546158366,0.0,19.51903521063298,0.0,25.993281616277514,18.502459469143023,6.3273200747645415,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,7.595762326787885,47.181177802959475,16.032727986230864,0.0,19.26246486877803,6.3273200747645415,0.0,11.16387793838399,0.0,156.61,7.595762326787885,9.671575679772035,0.0,30.237755110005537,31.516524054058674,0.0,6.3273200747645415,4.567099647791355,0.0,14.951935562841626,20.257353636467187,17.6953991570271,0.0,29.014951019641643,9.588277678021372,6.100177518187599,-0.3306728284670468,0.0,3.1814423908656413,0.623280068972033,-3.9006327820261166,0.5454545454545454,22.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,11.0,8.0,0.0,0.0,0.0,2.0,0.4362,78.11430000000001,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CHEMBL368064,10.683320538222615,-3.8923071117433645,10.683320538222615,0.05074616479333227,0.41412837510228373,316.258,299.122,316.10488965400003,116.0,0.0,0.3250619266544036,-0.4915104477516044,0.4915104477516044,0.3250619266544036,1.1428571428571428,1.8571428571428572,2.5714285714285716,1.8555660933709839,668.8568271835694,15.457819157813608,11.253161606272398,12.147588797272313,9.865991962219567,6.468952436713398,8.266556340417182,4.692715389599586,6.469297370367016,2.9310051507841237,3.829807102636016,1.9418984771933725,2.5774474322915513,-1.7700000000000002,46252.57754271212,15.615678391038891,6.3343140690892925,4.348735821039204,119.72288367576557,20.62701807750784,0.0,11.16387793838399,11.828327617421866,0.0,7.595762326787885,4.565048284931329,4.681802935145185,9.967957041894417,5.098681808301038,18.055028341506887,12.841643245852019,12.706666433380496,0.0,19.458398885276985,24.707979546158366,0.0,24.961826880995506,0.0,32.22804289761662,11.895577504630106,0.0,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,7.595762326787885,46.017087508809084,11.109804690843905,0.0,25.683286491704038,0.0,0.0,11.16387793838399,0.0,160.26999999999998,7.595762326787885,9.671575679772035,0.0,23.50693836250605,18.612755249606312,19.26246486877803,4.681802935145185,0.0,0.0,20.28002394585032,15.520490682667134,12.207203246398478,0.0,25.044407256704332,17.226856271672485,6.03322082782628,-0.3513071444014797,0.0,2.6740853364608768,0.5300635393046107,-3.8923071117433645,0.6,21.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,11.0,7.0,0.0,0.0,0.0,2.0,0.2471999999999997,74.57430000000001,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CHEMBL366963,10.669874413362905,-3.884209045683341,10.669874413362905,0.07993730440450397,0.3635985368961434,346.284,327.13200000000006,346.11545433799995,128.0,0.0,0.3250619266644166,-0.49151043836025465,0.49151043836025465,0.3250619266644166,1.173913043478261,1.9130434782608696,2.652173913043478,1.7009986189620414,701.5170550021772,16.872032720186702,12.368516677922809,13.262943868922724,10.865991962219567,7.046302705903024,8.843906609606806,5.006456327187051,6.783038307954481,3.063334845768809,3.962136797620701,1.971808906534493,2.6073578616326714,-1.8100000000000003,124682.96497281635,17.542399216809397,7.642853216553468,5.394648883287827,131.20137101966907,25.36388103130789,6.730816747499484,11.16387793838399,11.828327617421866,0.0,7.595762326787885,4.565048284931329,4.681802935145185,9.967957041894417,5.098681808301038,18.055028341506887,12.841643245852019,12.768791991980839,0.0,24.195261839077034,24.707979546158366,0.0,24.961826880995506,0.0,32.41410323920353,18.502459469143023,0.0,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,7.595762326787885,52.623969473322,16.032727986230864,0.0,25.683286491704038,0.0,0.0,11.16387793838399,0.0,169.5,7.595762326787885,9.671575679772035,0.0,35.88493233077327,13.027703587438928,19.26246486877803,4.681802935145185,0.0,0.0,20.28002394585032,20.257353636467187,17.469278603624105,0.0,24.976822686623514,17.130102165724566,5.9002448869552255,-0.4098038956429868,0.0,2.7216447438315847,0.5681420767895635,-3.884209045683341,0.6363636363636364,23.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.0,12.0,9.0,0.0,0.0,0.0,2.0,0.22129999999999928,80.5263,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
CHEMBL32496,9.62996700995213,-0.28944916855631075,9.62996700995213,0.05638416477702246,0.5920455884114664,246.23,236.14999999999998,246.08652356,92.0,0.0,0.2442968362620557,-0.49155904558054003,0.49155904558054003,0.2442968362620557,1.2777777777777777,2.111111111111111,2.8333333333333335,2.1623432385149273,659.6124321047853,12.698306133819765,9.238174395098332,9.238174395098332,8.647867045540842,5.154760812438476,5.154760812438476,3.7131369100788247,3.7131369100788247,2.5171313474661976,2.5171313474661976,1.7337703153660962,1.7337703153660962,-2.7699999999999996,21827.879219417315,10.388172403072156,3.6201620158575514,1.5075651526813425,101.23597878690465,20.991013286218422,5.760247418874442,11.518332492848387,17.77666689840836,0.0,0.0,4.567099647791355,4.9839785209472085,9.967957041894417,0.0,0.0,12.13273413692322,0.0,12.807919401551633,9.523678331894054,11.896678561972989,0.0,19.51903521063298,0.0,6.544756405912575,11.46733495432437,24.156144551436718,0.0,17.39832082928376,11.46733495432437,11.896678561972989,5.879988336435371,0.0,24.625562605473686,6.544756405912575,0.0,5.760247418874442,22.813048069615622,0.0,11.518332492848387,0.0,129.01,0.0,5.106527394840706,0.0,23.470594893256823,18.129408322786944,0.0,0.0,22.96299678035363,0.0,14.951935562841626,15.884485891377718,6.7989923469387765,0.0,11.70632747543462,9.62996700995213,11.483998881960192,0.9264361300075602,3.562510865457294,1.557693216175359,0.33407407407407375,0.0,0.1,18.0,5.0,8.0,0.0,2.0,2.0,0.0,1.0,1.0,8.0,3.0,8.0,2.0,0.0,0.0,0.0,3.0,0.28919999999999974,62.7386,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL172306,10.644776877529022,-3.9065616661992557,10.644776877529022,0.0636883109725368,0.3756843968835864,332.25699999999995,315.12100000000004,332.09980427400006,122.0,0.0,0.3250619387349746,-0.49151040504906784,0.49151040504906784,0.3250619387349746,1.1818181818181819,1.9545454545454546,2.6818181818181817,1.7363951141795677,685.7421008306982,16.164925939000156,11.661409896736261,12.555837087736176,10.34915520981396,6.546302705903024,8.343906609606808,4.636210409822667,6.412792390590097,2.7349283336620585,3.633730285513951,1.7568131253990713,2.39236208049725,-1.8100000000000003,73622.88445352322,16.55862820731818,6.966492065653314,4.8794396129327815,124.83642890527244,25.36388103130789,0.0,12.247517465115745,17.475504838189593,0.0,7.595762326787885,4.565048284931329,0.0,14.76446326439343,10.197363616602075,6.4208216229260096,12.841643245852019,12.768791991980839,0.0,24.195261839077034,24.707979546158366,0.0,24.961826880995506,0.0,25.993281616277514,18.502459469143023,0.0,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,7.595762326787885,52.623969473322,16.032727986230864,0.0,19.26246486877803,0.0,0.0,11.16387793838399,0.0,169.5,7.595762326787885,9.671575679772035,0.0,35.88493233077327,25.869346833290948,0.0,4.796506222499014,0.0,0.0,20.16532065849649,20.257353636467187,15.979165105042249,0.0,26.01434728497123,17.50201383754487,5.701114425888992,-0.4359157996967402,0.0,1.652740196487456,0.46531883818342124,-3.9065616661992557,0.6,22.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.0,12.0,8.0,0.0,0.0,0.0,2.0,-0.1688000000000004,75.9093,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CHEMBL33416,9.62451562106324,-0.1904521499958005,9.62451562106324,0.03686266481901446,0.7023204394771654,241.254,230.16599999999997,241.096359972,90.0,0.0,0.24425995538678802,-0.491559454813057,0.491559454813057,0.24425995538678802,1.1666666666666667,1.9444444444444444,2.7222222222222223,2.078991035306907,692.259193818939,12.535169427003234,9.48462664301372,9.48462664301372,8.737183443017882,5.45078525747206,5.45078525747206,3.9356955358375463,3.9356955358375463,2.6585240496157256,2.6585240496157256,1.8415664846772417,1.8415664846772417,-2.63,22196.377265679308,10.519322427746012,3.9909717000377083,1.7318558552045644,102.74730427135071,15.407294519794245,0.0,11.16387793838399,11.828327617421866,0.0,0.0,0.0,4.9839785209472085,9.967957041894417,0.0,30.33183534230805,5.563451491696996,0.0,12.872076480677116,5.106527394840706,17.112217219370482,0.0,19.51903521063298,0.0,6.544756405912575,5.733667477162185,42.222606908769585,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,0.0,24.625562605473686,6.544756405912575,0.0,5.563451491696996,36.65915541707259,0.0,11.16387793838399,0.0,89.85000000000001,0.0,5.106527394840706,0.0,11.828327617421866,17.708634344296563,5.563451491696996,0.0,6.3273200747645415,34.898934990099406,14.951935562841626,5.733667477162185,1.8218518518518518,0.0,11.85612748803225,9.62451562106324,7.534369960947343,-0.15358948517678606,9.915196785504325,1.616574074074074,0.6182870370370369,0.0,0.08333333333333333,18.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,1.1624,66.94420000000001,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL173083,11.634824242242969,-3.8798156216470607,11.634824242242969,0.02250545958591399,0.3759396372079861,345.29599999999994,325.136,345.12020536999995,128.0,0.0,0.3250619266644166,-0.3692522573357386,0.3692522573357386,0.3250619266644166,1.3043478260869565,2.0434782608695654,2.782608695652174,1.711510162458425,751.869628353238,16.872032720186702,12.512474451076423,13.406901642076338,10.865991962219567,7.202873684477013,9.000477588180797,5.172406913549177,6.948988894316607,3.2258389582812748,4.124640910133167,2.1036475627582853,2.7391965178564637,-1.7400000000000002,124682.96497281635,17.611316508566162,7.690845008675917,5.433458714761004,131.38055781816558,20.257353636467187,12.11704096196428,5.647177220767728,5.948339280986494,5.559266895052007,7.595762326787885,14.343563989950358,4.681802935145185,10.082660329248245,0.0,12.841643245852019,12.841643245852019,12.768791991980839,6.196843571613076,19.08873444423633,24.577503043006903,0.0,19.74844178534064,0.0,32.41410323920353,18.502459469143023,16.550647650736906,0.0,0.0,11.29293437221419,5.948339280986494,0.0,7.595762326787885,42.30405698282643,16.032727986230864,0.0,25.683286491704038,10.991380755684897,0.0,11.033401435232523,0.0,156.35,7.595762326787885,9.35958546900315,0.0,24.400332951005907,24.061105022671452,19.26246486877803,10.878646506758262,0.0,0.0,15.066638850195453,20.257353636467187,17.593880570643652,0.0,35.510899995559505,4.385969605534347,5.526744168182071,0.02250545958591399,0.0,4.175319578685345,0.6367184656784528,-3.8798156216470607,0.5833333333333334,23.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,4.0,11.0,9.0,0.0,0.0,0.0,2.0,0.41399999999999987,83.89220000000002,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
CHEMBL285767,5.791538800705467,0.5433441463004958,5.791538800705467,0.5433441463004958,0.6355986096009488,226.263,214.16699999999997,226.10872180408998,84.0,0.0,0.295208397619181,-0.37078963138850674,0.37078963138850674,0.295208397619181,1.1764705882352942,2.0,2.823529411764706,2.020594276211099,601.6791473495816,11.664925939000156,9.16754972120343,9.16754972120343,8.343336592900531,5.353232090814118,5.353232090814118,3.846494642229808,3.846494642229808,2.67746175855128,2.67746175855128,1.8379520012786656,1.8379520012786656,-2.4299999999999997,16843.01994876051,9.771792363117061,3.859501712642849,1.7124229846600445,98.30752507361908,5.733667477162185,0.0,24.166430922212573,0.0,5.824404497999927,0.0,4.9839785209472085,9.551078168738563,0.0,0.0,35.31581386325526,5.563451491696996,0.0,6.544756405912575,4.567099647791355,5.817862777835028,0.0,14.951935562841626,0.0,6.544756405912575,5.733667477162185,48.54992698353413,0.0,11.518332492848387,10.30076712495354,5.817862777835028,0.0,0.0,14.951935562841626,6.544756405912575,0.0,5.563451491696996,42.98647549183713,0.0,11.518332492848387,0.0,71.47,0.0,0.0,0.0,0.0,11.51179077268349,12.369160903912501,11.890771566461538,0.0,29.093520927940723,27.084669699764845,5.733667477162185,1.994074074074074,0.0,11.347314736079618,0.0,7.711355977576216,1.3397358696565052,10.188352675946923,3.3429629629629627,0.7428703703703704,0.0,0.08333333333333333,17.0,3.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,3.0,0.8274999999999998,63.15610000000002,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL368924,13.083377291642048,-5.40077600466601,13.083377291642048,0.0028086682203747326,0.4084326670595673,365.277,347.1330000000001,365.1064471259999,134.0,0.0,0.3939733344133057,-0.3692522673020703,0.3939733344133057,0.3692522673020703,1.2916666666666667,1.9583333333333333,2.625,1.8167396557079967,815.3713902657173,17.957819157813606,12.653048325444466,13.547475516444381,11.115991962219567,7.264420310623029,8.876782277793094,5.430238661076177,7.17258638539055,3.5478340418589083,4.623767687232939,2.24479398779761,2.694194963723557,-1.8400000000000003,159961.17236510236,18.497965821602968,6.956631294482173,4.163708651239158,134.59808339451115,15.520490682667134,5.386224214464796,5.647177220767728,5.948339280986494,5.559266895052007,13.259379899424374,14.343563989950358,4.681802935145185,18.863490424597884,0.0,12.841643245852019,12.841643245852019,12.965578028838586,6.196843571613076,23.13270158578592,24.577503043006903,0.0,19.74844178534064,0.0,44.31248209317912,5.733667477162185,16.550647650736906,0.0,0.0,11.29293437221419,14.729169376336133,0.0,7.595762326787885,35.19888256348208,11.109804690843905,0.0,32.10410811463005,10.991380755684897,0.0,11.033401435232523,0.0,147.12,19.680201522350384,18.14041556435279,0.0,17.928427798964513,36.840622709923124,0.0,10.878646506758262,0.0,0.0,15.066638850195453,15.520490682667134,38.267283197569306,0.0,35.052401064258994,4.35285847246255,1.4673962975349955,-0.019520298531043645,0.0,2.0776992891968544,0.42488020439657337,-5.40077600466601,0.5833333333333334,24.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,12.0,8.0,0.0,0.0,0.0,2.0,1.4227999999999996,82.6372,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CHEMBL175305,10.683737794526035,-3.9668938133380927,10.683737794526035,0.09373384178774313,0.4182007175410649,288.20399999999995,275.09999999999997,288.07358952600003,104.0,0.0,0.3250631194036997,-0.49151044775160435,0.49151044775160435,0.3250631194036997,1.263157894736842,2.0,2.6842105263157894,2.0735816828392823,637.4460208451704,14.043605595440512,9.838948043899302,10.733375234899217,8.865991962219567,5.468952436713398,7.266556340417183,3.9856086084130395,5.762190589180468,2.4310051507841237,3.329807102636016,1.5883450866000992,2.2238940416982773,-1.7700000000000002,17099.087938823697,13.656800957714388,5.077185648996747,3.369646568808841,106.99299944697235,20.62701807750784,0.0,11.16387793838399,11.828327617421866,0.0,7.595762326787885,4.565048284931329,4.681802935145185,9.967957041894417,5.098681808301038,5.213385095654868,12.841643245852019,12.706666433380496,0.0,19.458398885276985,24.707979546158366,0.0,24.961826880995506,0.0,19.386399651764595,11.895577504630106,0.0,0.0,5.879988336435371,5.733667477162185,5.948339280986494,5.879988336435371,7.595762326787885,46.017087508809084,11.109804690843905,0.0,12.841643245852019,0.0,0.0,11.16387793838399,0.0,160.26999999999998,7.595762326787885,9.671575679772035,0.0,23.50693836250605,25.033576872532322,0.0,4.681802935145185,0.0,0.0,20.28002394585032,15.520490682667134,12.093231054793105,0.0,24.91330088130931,16.99515929789807,5.846121462837508,-0.43728249839030164,0.0,0.6611321334089195,0.36745370370370356,-3.9668938133380927,0.5,19.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,11.0,5.0,0.0,0.0,0.0,2.0,-0.5330000000000005,65.34030000000001,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
